               MD5                                                  Url
b2f9fee3f0b3ec55708c97c0891d80a1     http://v.teacherclub.com.cn/course/cf/xk/xxyw/2014013_sda1/video/2014013_sda16.flv
fa9c7a9ea155293f6f264cadb6744128     http://v.teacherclub.com.cn/course/cf/xk/xxyw/2014013_sda1/video/2014013_sda15.flv
96085f61f6c9e6709b3abd5b7fb7a76e     http://v.teacherclub.com.cn/course/cf/xk/xxyw/2014013_sda1/video/2014013_sda14.flv
2cc7168c7cb509b2bb317090b9d5247c     http://v.teacherclub.com.cn/course/cf/xk/xxyw/2014013_sda1/video/2014013_sda13.flv
3d2234bebb2b5f25c45ac5efad445d99     http://v.teacherclub.com.cn/course/cf/xk/xxyw/2014013_sda1/video/2014013_sda12.flv
4716c9fa7b9ccd5d2cb3fbffa4eed194     http://v.teacherclub.com.cn/course/cf/xk/xxyw/2014013_sda1/video/2014013_sda11.flv
0ac0dbd8b329585afe5d2582e5d5469d     http://v.teacherclub.com.cn/course/cf/xk/xxyw/2014013_fm/video/2014013_fm3.flv
8add1408af4830d3934375bea555448d     http://v.teacherclub.com.cn/course/cf/xk/xxyw/2014013_fm/video/2014013_fm2.flv
3c37fbab52bbd83a41e88a609c859dc2     http://v.teacherclub.com.cn/course/cf/xk/xxyw/2014013_fm/video/2014013_fm1.flv
0d4fcf99c4dd28f79d4340832fe3bfba     http://v.teacherclub.com.cn/course/cf/xk/xxyw/2014013_cl/video/2014013_cl5.flv
df1dbe42866082a6cd303c46e4c17ddd     http://v.teacherclub.com.cn/course/cf/xk/xxyw/2014013_cl/video/2014013_cl4.flv
e6c99bf7cb333d21c8e5b32e76107824     http://v.teacherclub.com.cn/course/cf/xk/xxyw/2014013_cl/video/2014013_cl3.flv
ab2a260ea055bb42d904e58a3402fb61     http://v.teacherclub.com.cn/course/cf/xk/xxyw/2014013_cl/video/2014013_cl2.flv
e51dd5ab408c0e1e98cb4b852bee36cc     http://v.teacherclub.com.cn/course/cf/xk/xxyw/2014013_cl/video/2014013_cl1.flv
20f646f342cd00ca1d4d714061e71b69     http://v.teacherclub.com.cn/course/cf/xk/xxyinyue/kk2013083_zwq/video/zwq1.flv
84ae3f6d342ce1dee2b16ff3ca1cff32     http://v.teacherclub.com.cn/course/cf/xk/xxyinyue/kk2013083_zp/video/zp1.flv
ec62633237f59232eaff532ef8960cca     http://v.teacherclub.com.cn/course/cf/xk/xxyinyue/kk2013083_xyb/video/xyb1.flv
af32aa1d15d8babace4917eb49d239bd     http://v.teacherclub.com.cn/course/cf/xk/xxyinyue/kk2013083_sjm/video/sjm1.flv
09b3908f6a0536a24487f229a449d04a     http://v.teacherclub.com.cn/course/cf/xk/xxyinyue/kk2013083_fxx/video/fxx1.flv
4ab5d0fe258f28e057548eb995d870f1     http://v.teacherclub.com.cn/course/cf/xk/xxyinyue/kk2013083_cxx/video/cxx1.flv
bff2a22ee773438bec26693ad25e3674     http://v.teacherclub.com.cn/course/cf/xk/xxyinyue/kk2013083_cdy/video/cdy1.flv
a5ff988f37564fa6bad5b6a18793c6eb     http://v.teacherclub.com.cn/course/cf/xk/xxyinyue/kk2013002_36zjc/video/36zjc3.flv
526e0bcdfa89d8ff3407c7e0102a8e7c     http://v.teacherclub.com.cn/course/cf/xk/xxyinyue/kk2013002_36zjc/video/36zjc2.flv
b94113b6cdcb0dc9c7c80f0ce79ed715     http://v.teacherclub.com.cn/course/cf/xk/xxyinyue/kk2013002_36zjc/video/36zjc1.flv
fa230972742503e38b1fad52e3e60706     http://v.teacherclub.com.cn/course/cf/xk/xxyinyue/kk2013002_35th/video/35th3.flv
b20f5d3e881368da760c23bac4b2d393     http://v.teacherclub.com.cn/course/cf/xk/xxyinyue/kk2013002_35th/video/35th2.flv
bcee11c7a521ce482abdf0a070609829     http://v.teacherclub.com.cn/course/cf/xk/xxyinyue/kk2013002_35th/video/35th1.flv
2dd9355305d09dd64819d8c5afdf06c7     http://v.teacherclub.com.cn/course/cf/xk/xxyinyue/kk2013002_34gml/video/34gml3.flv
7efae46b93f25c15dee7a4a069fa491b     http://v.teacherclub.com.cn/course/cf/xk/xxyinyue/kk2013002_34gml/video/34gml2.flv
2aaf88d970c6c09a293c835bd0ee607e     http://v.teacherclub.com.cn/course/cf/xk/xxyinyue/kk2013002_34gml/video/34gml1.flv
